ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--3.midi

<meta message set_tempo tempo=500000 time=0>
<meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>
<meta message end_of_track time=1>


<meta message track_name name='7.7.13 Group 2' time=0>
<message program_change channel=0 program=0 time=0>
<message note_on channel=0 note=89 velocity=0 time=18>
<message note_on channel=0 note=86 velocity=84 time=1>
<message note_on channel=0 note=86 velocity=0 time=24>
<message note_on channel=0 note=82 velocity=82 time=50>
<message note_on channel=0 note=82 velocity=0 time=62>
<message note_on channel=0 note=79 velocity=79 time=6>
<message note_on channel=0 note=77 velocity=76 time=58>
<message note_on channel=0 note=62 velocity=0 time=6>
<message note_on channel=0 note=65 velocity=0 time=7>
<message note_on channel=0 note=53 velocity=0 time=1>
<message note_on channel=0 note=79 velocity=0 time=17>
<message note_on channel=0 note=58 velocity=0 time=2>
<message note_on channel=0 note=77 velocity=0 time=10>
<message note_on channel=0 note=74 velocity=71 time=7>
<message note_on channel=0 note=74 velocity=0 time=30>
<message note_on channel=0 note=70 velocity=64 time=50>
<message note_on channel=0 note=70 velocity=0 time=18>
<message note_on channel=0 note=71 velocity=49 time=5>
<message control_change channel=0 control=64 value=105 time=1>
<message control_change channel=0 control=64 value=77 time=15>
<message note_on channel=0 note=56 velocity=86 time=3>
<message note_on channel=0 note=65 velocity=93 time=6>
<message note_on channel=0 note=71 velocity=0 time=0>
<message control_change channel=0 control=64 value=60 time=6>
<message note_on channel=0 note=72 velocity=84 time=0>
<message note_on channel=0 note=56 velocity=0 time=11>
<message note_on channel=0 note=60 velocity=56 time=0>
<message note_on channel=0 note=65 velocity=0 time=2>
<message control_change channel=0 control=64 value=0 time=2>
<message note_on channel=0 note=53 velocity=41 time=3>
<message note_on channel=0 note=53 velocity=0 time=1>
<message note_on channel=0 note=57 velocity=40 time=15>
<message note_on channel=0 note=60 velocity=0 time=3>
<message note_on channel=0 note=57 velocity=0 time=6>
<message note_on channel=0 note=72 velocity=0 time=0>
<message note_on channel=0 note=77 velocity=86 time=32>
<message note_on channel=0 note=77 velocity=0 time=42>
<message note_on channel=0 note=79 velocity=78 time=12>
<message note_on channel=0 note=79 velocity=0 time=49>
<message note_on channel=0 note=81 velocity=85 time=6>
<message note_on channel=0 note=81 velocity=0 time=23>
<message note_on channel=0 note=65 velocity=94 time=37>
<message note_on channel=0 note=57 velocity=87 time=1>
<message note_on channel=0 note=60 velocity=76 time=6>
<message note_on channel=0 note=84 velocity=91 time=3>
<message note_on channel=0 note=53 velocity=67 time=3>
<message note_on channel=0 note=65 velocity=0 time=7>
<message note_on channel=0 note=57 velocity=0 time=7>
<message note_on channel=0 note=60 velocity=0 time=8>
<message note_on channel=0 note=53 velocity=0 time=1>
<message note_on channel=0 note=84 velocity=0 time=21>
<message note_on channel=0 note=89 velocity=84 time=17>
<message note_on channel=0 note=89 velocity=0 time=40>
<message note_on channel=0 note=91 velocity=74 time=17>
<message note_on channel=0 note=93 velocity=69 time=5>
<message note_on channel=0 note=91 velocity=0 time=36>
<message note_on channel=0 note=65 velocity=91 time=89>
<message note_on channel=0 note=62 velocity=74 time=6>
<message note_on channel=0 note=91 velocity=95 time=0>
<message note_on channel=0 note=53 velocity=78 time=3>
<message note_on channel=0 note=58 velocity=72 time=0>
<message control_change channel=0 control=64 value=40 time=11>
<message note_on channel=0 note=93 velocity=0 time=8>
<message control_change channel=0 control=64 value=61 time=8>
<message control_change channel=0 control=64 value=60 time=15>
<message control_change channel=0 control=64 value=61 time=14>
<message note_on channel=0 note=89 velocity=77 time=2>
<message note_on channel=0 note=91 velocity=0 time=9>
<message control_change channel=0 control=64 value=64 time=5>
<message control_change channel=0 control=64 value=66 time=15>
<message control_change channel=0 control=64 value=70 time=14>
<message note_on channel=0 note=86 velocity=85 time=1>
<message note_on channel=0 note=89 velocity=0 time=5>
<message control_change channel=0 control=64 value=75 time=10>
<message note_on channel=0 note=86 velocity=0 time=9>
<message control_change channel=0 control=64 value=81 time=6>
<message control_change channel=0 control=64 value=82 time=15>
<message note_on channel=0 note=82 velocity=84 time=27>
<message note_on channel=0 note=82 velocity=0 time=49>
<message note_on channel=0 note=79 velocity=81 time=15>
<message note_on channel=0 note=65 velocity=0 time=41>
<message note_on channel=0 note=62 velocity=0 time=1>
<message note_on channel=0 note=77 velocity=79 time=13>
<message note_on channel=0 note=58 velocity=0 time=5>
<message note_on channel=0 note=79 velocity=0 time=0>
<message control_change channel=0 control=64 value=83 time=1>
<message note_on channel=0 note=53 velocity=0 time=0>
<message control_change channel=0 control=64 value=85 time=16>
<message control_change channel=0 control=64 value=86 time=15>
<message note_on channel=0 note=77 velocity=0 time=11>
<message note_on channel=0 note=74 velocity=74 time=2>
<message note_on channel=0 note=74 velocity=0 time=29>
<message control_change channel=0 control=64 value=82 time=34>
<message note_on channel=0 note=70 velocity=87 time=12>
<message control_change channel=0 control=64 value=74 time=3>
<message control_change channel=0 control=64 value=65 time=16>
<message note_on channel=0 note=70 velocity=0 time=9>
<message control_change channel=0 control=64 value=55 time=6>
<message control_change channel=0 control=64 value=25 time=14>
<message note_on channel=0 note=57 velocity=79 time=2>
<message note_on channel=0 note=65 velocity=86 time=4>
<message control_change channel=0 control=64 value=0 time=10>
<message note_on channel=0 note=60 velocity=55 time=1>
<message note_on channel=0 note=72 velocity=80 time=0>
<message note_on channel=0 note=53 velocity=54 time=6>
<message note_on channel=0 note=53 velocity=0 time=1>
<message note_on channel=0 note=65 velocity=0 time=2>
<message note_on channel=0 note=57 velocity=0 time=2>
<message note_on channel=0 note=60 velocity=0 time=14>
<message note_on channel=0 note=72 velocity=0 time=19>
<message note_on channel=0 note=77 velocity=81 time=30>
<message note_on channel=0 note=77 velocity=0 time=39>
<message note_on channel=0 note=79 velocity=73 time=16>
<message note_on channel=0 note=79 velocity=0 time=39>
<message note_on channel=0 note=81 velocity=79 time=12>
<message note_on channel=0 note=81 velocity=0 time=24>
<message note_on channel=0 note=57 velocity=56 time=26>
<message note_on channel=0 note=65 velocity=57 time=9>
<message note_on channel=0 note=84 velocity=79 time=4>
<message note_on channel=0 note=53 velocity=39 time=7>
<message note_on channel=0 note=53 velocity=0 time=1>
<message note_on channel=0 note=65 velocity=0 time=17>
<message note_on channel=0 note=57 velocity=0 time=1>
<message note_on channel=0 note=60 velocity=13 time=6>
<message note_on channel=0 note=60 velocity=0 time=1>
<message note_on channel=0 note=84 velocity=0 time=23>
<message note_on channel=0 note=89 velocity=71 time=10>
